"crawl/depth","crawl/httpStatusCode","crawl/loadedTime","crawl/loadedUrl","crawl/referrerUrl","metadata/author","metadata/canonicalUrl","metadata/description","metadata/keywords","metadata/languageCode","metadata/title","screenshotUrl","text","url"
"1","200","2023-06-17T23:10:42.926Z","https://wevo.ae/contact.html","https://wevo.ae",,"https://wevo.ae/contact.html","تكلم مع من تحب بالصوت والصورة من الكمبيوتر والموبايل WEVO غرف دردشة صوتية وكاميرا بأحدث برنامج دردشة متطور ومزايا رائعة لاجهزة الويندوز والموبايل اندرويد","شات, دردشة, شات صوتي, غرف دردشة, دردشة صوتية, دردشة سعودية, غرف دردشة, دردشة سورية, دردشة اردن, شات مغربي, صوتي, صوتية, دردشة عربية, دردشة امارات, شات مغرب, شات خليجي, ويفو, wevo, سيرفرات صوتي, سيرفر دردشة, غرف مجانية, سيرفر كاميرا, شات كاميرا, all2chat, wevo.ae, chat room, chatrooms, wevo room, wevo chat, شات ويفو, غرف ويفو,","en","WEVO Vedio Chat Rooms",,"Bank:
Emirates Islamic Bank
Name:
Smart Code Internet Solutions
IBAN:
AE 8103 4000 3707 2809 91401
Account:
370 7280 9914 01
Swift Code:
MEBLAEAD
Branch:
HSB branch
Country:
United Arab Emirates-Dubai","https://wevo.ae/contact.html"
"1","200","2023-06-17T23:10:41.716Z","https://wevo.ae/support/","https://wevo.ae",,"https://smartcode.ae/shop/my-account/tickets/","خدمة العملاء تذاكر الدعم الفني احصل على أفضل تجربة للدردشة الصوتية مع ويفو. صوت نقي وواضح وكاميرا سريعة مع ميزات مذهلة. اجمع نقاط مكافآت واحصل على الهدايا ويفو",,"ar","تذاكر الدعم الفني ويفو - خدمة العملاء Tickets",,"ستحصل على 10 نقاط بعد اتمام عملية الشراء الاولى","https://wevo.ae/support"
"1","200","2023-06-17T23:10:51.435Z","https://wevo.ae/index.html","https://wevo.ae",,"https://wevo.ae/index.html","تكلم مع من تحب بالصوت والصورة من الكمبيوتر والموبايل WEVO غرف دردشة صوتية وكاميرا بأحدث برنامج دردشة متطور ومزايا رائعة لاجهزة الويندوز والموبايل اندرويد","شات, دردشة, شات صوتي, غرف دردشة, دردشة صوتية, دردشة سعودية, غرف دردشة, دردشة سورية, دردشة اردن, شات مغربي, صوتي, صوتية, دردشة عربية, دردشة امارات, شات مغرب, شات خليجي, ويفو, wevo, سيرفرات صوتي, سيرفر دردشة, غرف مجانية, سيرفر كاميرا, شات كاميرا, all2chat, wevo.ae, chat room, chatrooms, wevo room, wevo chat, شات ويفو, غرف ويفو,","en","WEVO Vedio Chat Rooms",,"اصدقاء جدد
يمكن عن طريق ويفو استخدام المحادثة صوت وصورة والتواصل مع الأهل والاصدقاء و مع من ترغب في أي وقت ومن اي مكان ولا يتطلب سرعة انترنت عالية حيث تعتبر خدمة نقل الصوت والصورة من احدث التقنيات في العالم و الاسرع نموا وتطويرا .. يعتبر ويفو آمن وسهل الاستخدام ويحفظ الخصوصية الكاملة لكل المستخدمين بمختلف فئاتهم ..","https://wevo.ae/index.html"
"2","200","2023-06-17T23:10:58.114Z","https://smartcode.ae/shop/wevo/%d8%aa%d9%83%d8%a8%d9%8a%d8%b1-%d8%b3%d8%b9%d8%a9-%d8%a7%d9%84%d8%ba%d8%b1%d9%81%d8%a9-25-%d9%85%d8%b3%d8%aa%d8%ae%d8%af%d9%85/","https://smartcode.ae/shop",,"https://smartcode.ae/shop/wevo/%d8%aa%d9%83%d8%a8%d9%8a%d8%b1-%d8%b3%d8%b9%d8%a9-%d8%a7%d9%84%d8%ba%d8%b1%d9%81%d8%a9-25-%d9%85%d8%b3%d8%aa%d8%ae%d8%af%d9%85/","اضافة 25 مستخدم لسعة الغرفة",,"ar","تكبير سعة الغرفة 25 مستخدم - Smart Code Market Place",,"سلة المشتريات
لا توجد منتجات في سلة المشتريات.","https://smartcode.ae/shop/wevo/%d8%aa%d9%83%d8%a8%d9%8a%d8%b1-%d8%b3%d8%b9%d8%a9-%d8%a7%d9%84%d8%ba%d8%b1%d9%81%d8%a9-25-%d9%85%d8%b3%d8%aa%d8%ae%d8%af%d9%85/"
"2","200","2023-06-17T23:11:11.919Z","https://smartcode.ae/shop/wevo/saving-offer-1/","https://smartcode.ae/shop",,"https://smartcode.ae/shop/wevo/saving-offer-1/",,,"ar","باقة التوفير 1 - Smart Code Market Place",,"عرض التوفير من ويفو ستحصل على
	اشتراك بالمميزة مدة 6 شهور	
	روت مدة 6 شهور اسمين + واحد مجاني	
	اسم ملكي مدة سنة	
	3 اسماء محمية مدة سنة	
	السعر الاصلي 1100$	
	سعر العرض 800$","https://smartcode.ae/shop/wevo/saving-offer-1/"
"2","200","2023-06-17T23:11:28.425Z","https://smartcode.ae/shop/wevo/app-35-master-2/","https://smartcode.ae/shop",,"https://smartcode.ae/shop/wevo/app-35-master-2/","App 35 Master 6 MONTH: المدة 6 شهور 100 مستخدم 35 ماستر 40 سوبر ادمن 60 ادمن 200 عضو Windows, iPhone, Android",,"ar","غرفة 35 ماستر 6 شهور - Smart Code Market Place",,"سوف تحصل على 20 نقطة عند اتمامك 3 عمليات شراء من حسابك","https://smartcode.ae/shop/wevo/app-35-master-2/"
"2","200","2023-06-17T23:11:42.631Z","https://smartcode.ae/shop/wevo/root-1-year/","https://smartcode.ae/shop",,"https://smartcode.ae/shop/wevo/root-1-year/",,,"ar","روت مدة سنة - Smart Code Market Place",,"روت ويفو لوحة تحكم خارجية تتيح لك التحكم الكامل في غرفة الدردشة او مجموعة الغرف الخاصة بك بكل سهولة ويسر. يساعدك روت ويفو على التحكم بأسماء الأشخاص في الغرفة وتوفر لك مزايا الأسماء البرتقالية التي تتيح لك التمييز بين المستخدمين الرئيسيين والمهمين.
لا يتطلب استخدام روت ويفو أي مهارات فنية خاصة، فهو يتميز بواجهة سهلة الاستخدام تمكنك من التحكم في غرفة الدردشة بسهولة تامة. باستخدام روت ويفو، يمكنك الاستمتاع بالراحة والأمان والاستقلالية في تحكمك في الدردشة الخاصة بك، بغض النظر عن مكان تواجدك في الغرفة او خارجها.
اشترِ روت ويفو الآن واستمتع بالتحكم الكامل في غرفة الدردشة الخاصة بك بكل سهولة ويسر!","https://smartcode.ae/shop/wevo/root-1-year/"
"2","200","2023-06-17T23:12:02.325Z","https://smartcode.ae/shop/wevo/app-offer-10-master-1-year/","https://smartcode.ae/shop",,"https://smartcode.ae/shop/wevo/app-offer-10-master-1-year/","App Offer 10 Master 1 Year: المدة سنة 25 مستخدم 10 ماستر 10 سوبر ادمن 10 ادمن 10 اعضاء Windows, iPhone, Android",,"ar","عرض خاص غرفة 10 ماستر مدة سنة - Smart Code Market Place",,"سلة المشتريات
لا توجد منتجات في سلة المشتريات.","https://smartcode.ae/shop/wevo/app-offer-10-master-1-year/"
"2","200","2023-06-17T23:12:16.334Z","https://smartcode.ae/shop/wevo/app-35-master/","https://smartcode.ae/shop",,"https://smartcode.ae/shop/wevo/app-35-master/","App 35 Master 1 Year: المدة سنة 100 مستخدم 35 ماستر 40 سوبر ادمن 60 ادمن 200 عضو Windows, iPhone, Android",,"ar","غرفة 35 ماستر سنة - Smart Code Market Place",,"سلة المشتريات
لا توجد منتجات في سلة المشتريات.","https://smartcode.ae/shop/wevo/app-35-master/"
"2","200","2023-06-17T23:12:28.408Z","https://smartcode.ae/shop/wevo/%d8%aa%d8%b7%d9%88%d9%8a%d8%b1-%d8%a7%d9%84%d8%ba%d8%b1%d9%81-%d8%a7%d9%84%d8%ae%d8%b7%d8%a9-%d8%a7%d9%84%d8%a7%d9%88%d9%84%d9%89/","https://smartcode.ae/shop",,"https://smartcode.ae/shop/wevo/%d8%aa%d8%b7%d9%88%d9%8a%d8%b1-%d8%a7%d9%84%d8%ba%d8%b1%d9%81-%d8%a7%d9%84%d8%ae%d8%b7%d8%a9-%d8%a7%d9%84%d8%a7%d9%88%d9%84%d9%89/","اضافة 10 أسماء ماستر , 10 سوبر , 15 أدمن , 50 ممبر",,"ar","تطوير الغرف الخطة الاولى - Smart Code Market Place",,"اضافة 10 أسماء ماستر , 10 سوبر , 15 أدمن , 50 ممبر","https://smartcode.ae/shop/wevo/%d8%aa%d8%b7%d9%88%d9%8a%d8%b1-%d8%a7%d9%84%d8%ba%d8%b1%d9%81-%d8%a7%d9%84%d8%ae%d8%b7%d8%a9-%d8%a7%d9%84%d8%a7%d9%88%d9%84%d9%89/"
"2","200","2023-06-17T23:12:39.910Z","https://smartcode.ae/shop/wevo/root-6-month/","https://smartcode.ae/shop",,"https://smartcode.ae/shop/wevo/root-6-month/",,,"ar","روت مدة 6 شهور - Smart Code Market Place",,"روت ويفو لوحة تحكم خارجية تتيح لك التحكم الكامل في غرفة الدردشة او مجموعة الغرف الخاصة بك بكل سهولة ويسر. يساعدك روت ويفو على التحكم بأسماء الأشخاص في الغرفة وتوفر لك مزايا الأسماء البرتقالية التي تتيح لك التمييز بين المستخدمين الرئيسيين والمهمين.
لا يتطلب استخدام روت ويفو أي مهارات فنية خاصة، فهو يتميز بواجهة سهلة الاستخدام تمكنك من التحكم في غرفة الدردشة بسهولة تامة. باستخدام روت ويفو، يمكنك الاستمتاع بالراحة والأمان والاستقلالية في تحكمك في الدردشة الخاصة بك، بغض النظر عن مكان تواجدك في الغرفة او خارجها.
اشترِ روت ويفو الآن واستمتع بالتحكم الكامل في غرفة الدردشة الخاصة بك بكل سهولة ويسر!","https://smartcode.ae/shop/wevo/root-6-month/"
"2","200","2023-06-17T23:12:54.820Z","https://smartcode.ae/shop/contact/","https://smartcode.ae/shop",,"https://smartcode.ae/shop/contact/","الاتصال بنا سمارت كود لحلول الإنترنت ويفو . يمكنك الحصول على جميع معلومات الاتصال الخاصة بنا وإرسال بريد إلكتروني مباشرة إلى فريق الدعم الفني لدينا",,"ar","الاتصال بنا سمارت كود لحلول الإنترنت - Contact us Today",,"الاتصال بنا 
الايميل

info@smartcode.ae
support@smartcode.ae
العنوان

United Arab Emirates – Dubai
P.O.Box 94054","https://smartcode.ae/shop/contact/"
"2","200","2023-06-17T23:12:55.917Z","https://smartcode.ae/shop/help/","https://smartcode.ae/shop",,"https://smartcode.ae/shop/help/","ويفو ماركت المساعدة, استخدام دليل المستخدم للحصول على المعلومات اللازمة، وإذا كان لديك أي أسئلة أخرى فلا تتردد في الاتصال بنا. سنكون سعداء بتقديم المساعدة .",,"ar","ويفو ماركت المساعدة - - Smart Code Market Place",,"9- ربحت عن طريق بطاقة الحظ ولكن من بريد الكتروني غير بريدي هل يمكن تحصيل الجائزة؟ 
لا, للاسف لا يمكنك ذلك يجب ان يكون بريدك المعتمد هو نفس البريد الالكتروني الحاصل على الجائزة ولا يمكنك الحصول على جائزة بريد آخر.","https://smartcode.ae/shop/help"
"2","200","2023-06-17T23:13:18.544Z","https://smartcode.ae/shop/wevo/saving-offer-4/","https://smartcode.ae/shop",,"https://smartcode.ae/shop/wevo/saving-offer-4/","عرض التوفير من ويفو ستحصل على غرفة 50 ماستر مدة سنة روت مدة سنة اسمين + واحد مجاني اشتراك بالمميزة مدة سنة اسم ملكي مدة سنة 3 اسماء محمية مدة سنة السعر الأصلي 2000$ سعر العرض 1400$",,"ar","باقة التوفير 4 - Smart Code Market Place",,"عرض التوفير من ويفو ستحصل على
	غرفة 50 ماستر مدة سنة	
	روت مدة سنة اسمين + واحد مجاني	
	اشتراك بالمميزة مدة سنة	
	اسم ملكي مدة سنة	
	3 اسماء محمية مدة سنة	
	السعر الأصلي 2000$	
	سعر العرض 1400$","https://smartcode.ae/shop/wevo/saving-offer-4/"
"2","200","2023-06-17T23:13:33.907Z","https://smartcode.ae/shop/wevo/saving-offer-2/","https://smartcode.ae/shop",,"https://smartcode.ae/shop/wevo/saving-offer-2/","عرض التوفير من ويفو ستحصل على غرفة 25 ماستر مدة سنة روت مدة 6 شهور اسمين + واحد مجاني اشتراك بالمميزة مدة سنة 3 اسماء محمية مدة سنة السعر الأصلي 1350$ سعر العرض 950$",,"ar","باقة التوفير 2 - Smart Code Market Place",,"عرض التوفير من ويفو ستحصل على
	غرفة 25 ماستر مدة سنة	
	روت مدة 6 شهور اسمين + واحد مجاني	
	اشتراك بالمميزة مدة سنة	
	3 اسماء محمية مدة سنة	
	السعر الأصلي 1350$	
	سعر العرض 950$","https://smartcode.ae/shop/wevo/saving-offer-2/"
"2","200","2023-06-17T23:13:46.620Z","https://smartcode.ae/shop/wevo/1-standard/","https://smartcode.ae/shop",,"https://smartcode.ae/shop/wevo/1-standard/","هذه الخدمة لحماية أسم واحد لمدة سنة كاملة، حيث يتم توفير ملف للاسم المحمي. كما يمكنك تحميل الصور لملفك الشخصي ومشاركة الصور على النص العام بكل سهولة. إن هذه الخدمة توفر لك حماية موثوقة لاسمك بعلامة التحقق الزرقاء وتوفر لك الأمان والراحة النفسية فيما يتعلق بحماية هويتك وسمعتك. اسم محمي واحد المدة سنة العدد اسم",,"ar","اسم محمي واحد - Smart Code Market Place",,"هذه الخدمة لحماية أسم واحد لمدة سنة كاملة، حيث يتم توفير ملف للاسم المحمي. كما يمكنك تحميل الصور لملفك الشخصي ومشاركة الصور على النص العام بكل سهولة. إن هذه الخدمة توفر لك حماية موثوقة لاسمك بعلامة التحقق الزرقاء وتوفر لك الأمان والراحة النفسية فيما يتعلق بحماية هويتك وسمعتك.
اسم محمي واحد
ملاحظة: يرجى تجريب الدخول بالاسم المطلوب من كمبيوتر و من موبايل قبل وبعد ارسال الطلب والتأكد من دخول الاسم المطلوب بشكل صحيح
لن يتم تعديل اي اسم بعد التفعيل بسبب اي خطأ","https://smartcode.ae/shop/wevo/1-standard/"
"2","200","2023-06-17T23:14:01.643Z","https://smartcode.ae/shop/wevo/%d8%aa%d8%b7%d9%88%d9%8a%d8%b1-%d8%a7%d9%84%d8%ba%d8%b1%d9%81-%d8%a7%d9%84%d8%ae%d8%b7%d8%a9-%d8%a7%d9%84%d8%ab%d8%a7%d9%86%d9%8a%d8%a9/","https://smartcode.ae/shop",,"https://smartcode.ae/shop/wevo/%d8%aa%d8%b7%d9%88%d9%8a%d8%b1-%d8%a7%d9%84%d8%ba%d8%b1%d9%81-%d8%a7%d9%84%d8%ae%d8%b7%d8%a9-%d8%a7%d9%84%d8%ab%d8%a7%d9%86%d9%8a%d8%a9/","اضافة 25 أسم ماستر , 30 سوبر , 40 أدمن , 100 ممبر",,"ar","تطوير الغرف الخطة الثانية - Smart Code Market Place",,"اضافة 25 أسم ماستر , 30 سوبر , 40 أدمن , 100 ممبر","https://smartcode.ae/shop/wevo/%d8%aa%d8%b7%d9%88%d9%8a%d8%b1-%d8%a7%d9%84%d8%ba%d8%b1%d9%81-%d8%a7%d9%84%d8%ae%d8%b7%d8%a9-%d8%a7%d9%84%d8%ab%d8%a7%d9%86%d9%8a%d8%a9/"
"2","200","2023-06-17T23:14:06.827Z","https://smartcode.ae/shop/wevo/3-standard/","https://smartcode.ae/shop",,"https://smartcode.ae/shop/wevo/3-standard/","هذه الخدمة لحماية ثلاثة أسماء لمدة سنة كاملة، حيث يتم توفير ملف لكل اسم محمي. كما يمكنك تحميل الصور لملفك الشخصي ومشاركة الصور على النص العام بكل سهولة. إن هذه الخدمة توفر لك حماية موثوقة لاسمك بعلامة التحقق الزرقاء وتوفر لك الأمان والراحة النفسية فيما يتعلق بحماية هويتك وسمعتك. ثلاث اسماء محمية المدة سنة العدد",,"ar","ثلاث اسماء محمي - Smart Code Market Place",,"هذه الخدمة لحماية ثلاثة أسماء لمدة سنة كاملة، حيث يتم توفير ملف لكل اسم محمي. كما يمكنك تحميل الصور لملفك الشخصي ومشاركة الصور على النص العام بكل سهولة. إن هذه الخدمة توفر لك حماية موثوقة لاسمك بعلامة التحقق الزرقاء وتوفر لك الأمان والراحة النفسية فيما يتعلق بحماية هويتك وسمعتك.
ثلاث اسماء محمية
ملاحظة: يرجى تجريب الدخول بالاسماء المطلوبة من كمبيوتر و من موبايل قبل وبعد ارسال الطلب والتأكد من دخول الاسماء المطلوبة بشكل صحيح
لن يتم تعديل اي اسم بعد التفعيل بسبب اي خطأ","https://smartcode.ae/shop/wevo/3-standard/"
"2","200","2023-06-17T23:14:22.417Z","https://smartcode.ae/shop/wevo/app-25-master/","https://smartcode.ae/shop",,"https://smartcode.ae/shop/wevo/app-25-master/","App 25 Master 1 Year: المدة سنة 100 مستخدم 25 ماستر 30 سوبر ادمن 50 ادمن 150 عضو Windows, iPhone, Android",,"ar","غرفة 25 ماستر سنة - Smart Code Market Place",,"سلة المشتريات
لا توجد منتجات في سلة المشتريات.","https://smartcode.ae/shop/wevo/app-25-master/"
"2","200","2023-06-17T23:14:44.107Z","https://smartcode.ae/shop/wevo/saving-offer-3/","https://smartcode.ae/shop",,"https://smartcode.ae/shop/wevo/saving-offer-3/","عرض التوفير من ويفو ستحصل على غرفة 35 ماستر مدة سنة روت مدة 6 شهور اسمين + واحد مجاني اشتراك بالمميزة مدة سنة اسم ملكي مدة سنة السعر الأصلي 1550$ سعر العرض 1100$",,"ar","باقة التوفير 3 - Smart Code Market Place",,"عرض التوفير من ويفو ستحصل على
	غرفة 35 ماستر مدة سنة	
	روت مدة 6 شهور اسمين + واحد مجاني	
	اشتراك بالمميزة مدة سنة	
	اسم ملكي مدة سنة	
	السعر الأصلي 1550$	
	سعر العرض 1100$","https://smartcode.ae/shop/wevo/saving-offer-3/"
